School_Year,Route_Number,Service_Type,Vehicle_TypeDescription,Route_Start_Date,Vendor_Code,Vendor_Name,Vendor_Affiliation,Garage _Street_Address,Garage_City,Garage_State,Garage_Zip,XCoordinates,YCoordinates
2018-2019,K2076,S2S AM,Standard Bus (GE),43199,JZ,JOFAZ TRANSPORTATION INC.,JOFAZ TRANSPORTATION INC.,17 VAN DYKE STREET,BROOKLYN,NY,11231,981142,184568
2018-2019,K2080,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2081,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2082,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2086,S2S AM,Standard Bus (GE),43199,JZ,JOFAZ TRANSPORTATION INC.,JOFAZ TRANSPORTATION INC.,6093 STRICKLAND AVENUE,BROOKLYN,NY,11234,1008413,162051
2018-2019,K209,D2D,Standard Bus (SE),43770,NI,"NEW DAWN TRANSIT, LLC (B2321)","NEW DAWN TRANSIT, LLC (B2321)",2352 E 69 STREET,BKLYN,NY,11234,1010806,163265
2018-2019,K2095,S2S AM,Standard Bus (GE),43199,JZ,JOFAZ TRANSPORTATION INC.,JOFAZ TRANSPORTATION INC.,17 VAN DYKE STREET,BROOKLYN,NY,11231,981142,184568
2018-2019,K2096,S2S AM,Standard Bus (GE),43199,JZ,JOFAZ TRANSPORTATION INC.,JOFAZ TRANSPORTATION INC.,17 VAN DYKE STREET,BROOKLYN,NY,11231,981142,184568
2018-2019,K2097,S2S AM,Standard Bus (GE),43199,JZ,JOFAZ TRANSPORTATION INC.,JOFAZ TRANSPORTATION INC.,17 VAN DYKE STREET,BROOKLYN,NY,11231,981142,184568
2018-2019,K210,D2D,Standard Bus (SE),02/14/2019,LW,L & M BUS CORP. (B2192),L & M BUS CORP. (B2192),612 Wortman Ave,Brooklyn,NY,11208,1019867,180729
2018-2019,K2101,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2102,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2103,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2105,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2106,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1 Junius street,Brooklyn,NY,11207,1010794,185183
2018-2019,K2108,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2109,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K211,D2D,Standard Bus (SE),43199,JZ,JOFAZ TRANSPORTATION INC.,JOFAZ TRANSPORTATION INC.,17 VAN DYKE STREET,BROOKLYN,NY,11231,981142,184568
2018-2019,K2110,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2111,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2112,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2113,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2114,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2115,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2116,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2118,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2119,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2120,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2121,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2122,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2123,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2124,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2126,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2127,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2128,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2129,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K213,D2D,Standard Bus (SE),43169,LW,L & M BUS CORP. (B2192),L & M BUS CORP. (B2192),612 Wortman Ave,Brooklyn,NY,11208,1019867,180729
2018-2019,K2130,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2131,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2132,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2134,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2135,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2136,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2137,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2138,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2139,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K214,D2D,Standard Bus (SE),43199,NI,"NEW DAWN TRANSIT, LLC (B2321)","NEW DAWN TRANSIT, LLC (B2321)",2352 E 69 STREET,BKLYN,NY,11234,1010806,163265
2018-2019,K2141,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2142,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2143,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2144,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2148,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K215,D2D,Standard Bus (SE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",374 Glenmore Avenue,Brooklyn,NY,11207,1012885,184508
2018-2019,K2151,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2152,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2153,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2154,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2155,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2156,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2157,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2158,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K216,D2D,Standard Bus (SE),10/22/2018,JZ,JOFAZ TRANSPORTATION INC.,JOFAZ TRANSPORTATION INC.,6093 STRICKLAND AVENUE,BROOKLYN,NY,11234,1008413,162051
2018-2019,K2162,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2163,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2164,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2165,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2167,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2168,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2169,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K217,D2D,Standard Bus (SE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",374 Glenmore Avenue,Brooklyn,NY,11207,1012885,184508
2018-2019,K2170,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2171,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2172,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2173,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2174,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2177,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2178,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2179,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K218,D2D,Standard Bus (SE),43443,NI,"NEW DAWN TRANSIT, LLC (B2321)","NEW DAWN TRANSIT, LLC (B2321)",2352 E 69 STREET,BKLYN,NY,11234,1010806,163265
2018-2019,K2180,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2181,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2182,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2183,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2186,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2187,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2188,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2189,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K219,D2D,Standard Bus (SE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",374 Glenmore Avenue,Brooklyn,NY,11207,1012885,184508
2018-2019,K2190,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2191,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2192,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2193,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,J690,D2D,Mini-Wagon,43199,RV,"RELIANT TRANSPORTATION, INC (B2321)","RELIANT TRANSPORTATION, INC (B2321)",1967 RICHMOND TERRACE,SI,NY,10302,948362,172070
2018-2019,J698,D2D,Non-Wheelchair Accessible Alternative (NWC),43199,PC,PRIDE TRANSPORTATION (SCH AGE),PRIDE TRANSPORTATION (SCH AGE),231 malta street,brooklyn,NY,11207,1014101,177994
2018-2019,J699,D2D,Non-Wheelchair Accessible Alternative (NWC),43199,PC,PRIDE TRANSPORTATION (SCH AGE),PRIDE TRANSPORTATION (SCH AGE),905 Brush Ave,Bronx,NY,10465,1028569,240221
2018-2019,J700,D2D,Mini-Wagon,43199,RV,"RELIANT TRANSPORTATION, INC (B2321)","RELIANT TRANSPORTATION, INC (B2321)",1967 RICHMOND TERRACE,SI,NY,10302,948362,172070
2018-2019,K2194,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2195,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2196,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2197,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2198,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2199,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K220,D2D,Mini-Wagon,10/22/2018,YM,Y & M TRANSIT CORP (B2192),Y & M TRANSIT CORP (B2192),2037 EASTERN PARKWAY,BROOKLYN,NY,11207,1010602,187257
2018-2019,K2200,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1 Junius Street,Brooklyn,NY,11207,1010794,185183
2018-2019,K2201,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2202,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1 Junius Street,Brooklyn,NY,11207,1010794,185183
2018-2019,K2203,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2204,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1 Junius Street,Brooklyn,NY,11207,1010794,185183
2018-2019,K2205,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2206,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,J701,D2D,Mini-Wagon,43199,RV,"RELIANT TRANSPORTATION, INC (B2321)","RELIANT TRANSPORTATION, INC (B2321)",1967 RICHMOND TERRACE,SI,NY,10302,948362,172070
2018-2019,J702,D2D,Mini-Wagon,43199,RV,"RELIANT TRANSPORTATION, INC (B2321)","RELIANT TRANSPORTATION, INC (B2321)",1967 RICHMOND TERRACE,SI,NY,10302,948362,172070
2018-2019,J703,D2D,Mini-Wagon,43199,RV,"RELIANT TRANSPORTATION, INC (B2321)","RELIANT TRANSPORTATION, INC (B2321)",1967 RICHMOND TERRACE,SI,NY,10302,948362,172070
2018-2019,J704,D2D,Mini-Wagon,43199,RV,"RELIANT TRANSPORTATION, INC (B2321)","RELIANT TRANSPORTATION, INC (B2321)",1967 RICHMOND TERRACE,SI,NY,10302,948362,172070
2018-2019,K2207,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2208,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2209,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K221,D2D,Mini-Wagon,10/17/2018,YM,Y & M TRANSIT CORP (B2192),Y & M TRANSIT CORP (B2192),2037 EASTERN PARKWAY,BROOKLYN,NY,11207,1010602,187257
2018-2019,K2211,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1 Junius Street,Brooklyn,NY,11207,1010794,185183
2018-2019,K2212,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2213,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2214,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2215,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2216,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2217,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2218,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2219,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K222,D2D,Standard Bus (SE),09/13/2018,LW,L & M BUS CORP. (B2192),L & M BUS CORP. (B2192),612 Wortman Ave,Brooklyn,NY,11208,1019867,180729
2018-2019,K2220,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1 Junius Street,Brooklyn,NY,11207,1010794,185183
2018-2019,K2222,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2223,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2224,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2225,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1 Junius Street,Brooklyn,NY,11207,1010794,185183
2018-2019,K2226,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2228,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2229,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K223,D2D,Standard Bus (SE),43443,LW,L & M BUS CORP. (B2192),L & M BUS CORP. (B2192),612 Wortman Ave,Brooklyn,NY,11208,1019867,180729
2018-2019,K2230,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2232,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2233,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2234,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2236,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2237,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1 Junius Street,Brooklyn,NY,11207,1010794,185183
2018-2019,K2238,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2239,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1 Junius Street,Brooklyn,NY,11207,1010794,185183
2018-2019,K224,D2D,Standard Bus (SE),43109,LW,L & M BUS CORP. (B2192),L & M BUS CORP. (B2192),612 Wortman Ave,Brooklyn,NY,11208,1019867,180729
2018-2019,K2240,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1 Junius Street,Brooklyn,NY,11207,1010794,185183
2018-2019,K2241,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2242,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2243,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2244,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2245,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1 Junius Street,Brooklyn,NY,11207,1010794,185183
2018-2019,K2246,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1 Junius Street,Brooklyn,NY,11207,1010794,185183
2018-2019,K2247,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2248,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2249,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
