School_Year,Route_Number,Service_Type,Vehicle_TypeDescription,Route_Start_Date,Vendor_Code,Vendor_Name,Vendor_Affiliation,Garage _Street_Address,Garage_City,Garage_State,Garage_Zip,XCoordinates,YCoordinates
2018-2019,K225,D2D,Standard Bus (SE),43229,LW,L & M BUS CORP. (B2192),L & M BUS CORP. (B2192),612 Wortman Ave,Brooklyn,NY,11208,1019867,180729
2018-2019,K2250,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2251,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1 Junius Street,Brooklyn,NY,11207,1010794,185183
2018-2019,K2252,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2253,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2254,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2255,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2256,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2257,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2258,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1 Junius Street,Brooklyn,NY,11207,1010794,185183
2018-2019,K2259,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K226,D2D,Standard Bus (SE),43199,LW,L & M BUS CORP. (B2192),L & M BUS CORP. (B2192),612 Wortman Ave,Brooklyn,NY,11208,1019867,180729
2018-2019,K2260,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2261,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2263,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2264,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1 Junius Street,Brooklyn,NY,11207,1010794,185183
2018-2019,K2265,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1 Junius Street,Brooklyn,NY,11207,1010794,185183
2018-2019,K2266,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2268,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1 Junius Street,Brooklyn,NY,11207,1010794,185183
2018-2019,K2269,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K227,D2D,Standard Bus (SE),09/17/2018,LW,L & M BUS CORP. (B2192),L & M BUS CORP. (B2192),612 Wortman Ave,Brooklyn,NY,11208,1019867,180729
2018-2019,K2270,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1 Junius Street,Brooklyn,NY,11207,1010794,185183
2018-2019,K2271,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2272,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2273,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2274,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2275,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1 Junius Street,Brooklyn,NY,11207,1010794,185183
2018-2019,K2276,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1 Junius Street,Brooklyn,NY,11207,1010794,185183
2018-2019,K2277,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2278,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2279,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1 Junius Street,Brooklyn,NY,11207,1010794,185183
2018-2019,K228,D2D,Standard Bus (SE),43385,LW,L & M BUS CORP. (B2192),L & M BUS CORP. (B2192),612 Wortman Ave,Brooklyn,NY,11208,1019867,180729
2018-2019,K2280,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1 Junius Street,Brooklyn,NY,11207,1010794,185183
2018-2019,K2281,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2282,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2283,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2284,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2285,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2286,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2288,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K229,D2D,Standard Bus (SE),43443,NI,"NEW DAWN TRANSIT, LLC (B2321)","NEW DAWN TRANSIT, LLC (B2321)",2352 E 69 STREET,BKLYN,NY,11234,1010806,163265
2018-2019,K2290,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2292,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2293,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2294,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1 Junius Street,Brooklyn,NY,11207,1010794,185183
2018-2019,K2295,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2296,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2297,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2298,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K2299,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K230,D2D,Standard Bus (SE),43199,LW,L & M BUS CORP. (B2192),L & M BUS CORP. (B2192),612 Wortman Ave,Brooklyn,NY,11208,1019867,180729
2018-2019,K231,D2D,Standard Bus (SE),43199,JZ,JOFAZ TRANSPORTATION INC.,JOFAZ TRANSPORTATION INC.,17 VAN DYKE STREET,BROOKLYN,NY,11231,981142,184568
2018-2019,K232,D2D,Standard Bus (SE),10/22/2018,LW,L & M BUS CORP. (B2192),L & M BUS CORP. (B2192),612 Wortman Ave,Brooklyn,NY,11208,1019867,180729
2018-2019,K233,D2D,Standard Bus (SE),09/28/2018,LW,L & M BUS CORP. (B2192),L & M BUS CORP. (B2192),612 Wortman Ave,Brooklyn,NY,11208,1019867,180729
2018-2019,K234,D2D,Standard Bus (SE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",374 Glenmore Avenue,Brooklyn,NY,11207,1012885,184508
2018-2019,K235,D2D,Standard Bus (SE),43199,LW,L & M BUS CORP. (B2192),L & M BUS CORP. (B2192),612 Wortman Ave,Brooklyn,NY,11208,1019867,180729
2018-2019,K236,D2D,Standard Bus (SE),43200,NI,"NEW DAWN TRANSIT, LLC (B2321)","NEW DAWN TRANSIT, LLC (B2321)",2352 E 69 STREET,BKLYN,NY,11234,1010806,163265
2018-2019,K237,D2D,Standard Bus (SE),43199,LW,L & M BUS CORP. (B2192),L & M BUS CORP. (B2192),612 Wortman Ave,Brooklyn,NY,11208,1019867,180729
2018-2019,K238,D2D,Standard Bus (SE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",374 Glenmore Avenue,Brooklyn,NY,11207,1012885,184508
2018-2019,K239,D2D,Standard Bus (SE),43199,JZ,JOFAZ TRANSPORTATION INC.,JOFAZ TRANSPORTATION INC.,17 VAN DYKE STREET,BROOKLYN,NY,11231,981142,184568
2018-2019,K240,D2D,Standard Bus (SE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",374 Glenmore Avenue,Brooklyn,NY,11207,1012885,184508
2018-2019,K241,D2D,Standard Bus (SE),43199,NI,"NEW DAWN TRANSIT, LLC (B2321)","NEW DAWN TRANSIT, LLC (B2321)",2352 E 69 STREET,BKLYN,NY,11234,1010806,163265
2018-2019,K242,D2D,Standard Bus (SE),43199,LW,L & M BUS CORP. (B2192),L & M BUS CORP. (B2192),612 Wortman Ave,Brooklyn,NY,11208,1019867,180729
2018-2019,K243,D2D,Standard Bus (SE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",374 Glenmore Avenue,Brooklyn,NY,11207,1012885,184508
2018-2019,K244,D2D,Standard Bus (SE),43199,LW,L & M BUS CORP. (B2192),L & M BUS CORP. (B2192),612 Wortman Ave,Brooklyn,NY,11208,1019867,180729
2018-2019,K245,D2D,Standard Bus (SE),10/22/2018,JZ,JOFAZ TRANSPORTATION INC.,JOFAZ TRANSPORTATION INC.,6093 STRICKLAND AVENUE,BROOKLYN,NY,11234,1008413,162051
2018-2019,K246,D2D,Standard Bus (SE),43199,NI,"NEW DAWN TRANSIT, LLC (B2321)","NEW DAWN TRANSIT, LLC (B2321)",2352 E 69 STREET,BKLYN,NY,11234,1010806,163265
2018-2019,K247,D2D,Standard Bus (SE),43199,LW,L & M BUS CORP. (B2192),L & M BUS CORP. (B2192),612 Wortman Ave,Brooklyn,NY,11208,1019867,180729
2018-2019,K248,D2D,Standard Bus (SE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",374 Glenmore Avenue,Brooklyn,NY,11207,1012885,184508
2018-2019,K2492,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2493,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2494,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2495,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2496,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2497,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2498,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K2499,S2S AM,Standard Bus (GE),43199,NW,SNT BUS INC,SNT BUS INC,1386 RALPH AVENUE,Brooklyn,NY,11236,1006471,174070
2018-2019,K250,D2D,Mini-Wagon,10/23/2018,YM,Y & M TRANSIT CORP (B2192),Y & M TRANSIT CORP (B2192),2037 EASTERN PARKWAY,BROOKLYN,NY,11207,1010602,187257
2018-2019,K253,D2D,Standard Bus (SE),43199,LW,L & M BUS CORP. (B2192),L & M BUS CORP. (B2192),612 Wortman Ave,Brooklyn,NY,11208,1019867,180729
2018-2019,K254,D2D,Standard Bus (SE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",374 Glenmore Avenue,Brooklyn,NY,11207,1012885,184508
2018-2019,K255,D2D,Standard Bus (SE),43557,LW,L & M BUS CORP. (B2192),L & M BUS CORP. (B2192),612 Wortman Ave,Brooklyn,NY,11208,1019867,180729
2018-2019,K256,D2D,Standard Bus (SE),43199,EM,EMPIRE STATE BUS CORP.,ALLIED TRANSIT CORP.,141 Hinsdale Street,Brooklyn,NY,11207,1011803,184082
2018-2019,K258,D2D,Standard Bus (SE),43229,IE,ALLIED TRANSIT CORP.,ALLIED TRANSIT CORP.,141 Hinsdale Street,Brooklyn,NY,11207,1011803,184082
2018-2019,K263,D2D,Standard Bus (SE),11/26/2018,NI,"NEW DAWN TRANSIT, LLC (B2321)","NEW DAWN TRANSIT, LLC (B2321)",2352 E 69 STREET,BKLYN,NY,11234,1010806,163265
2018-2019,K265,D2D,Standard Bus (SE),43199,LW,L & M BUS CORP. (B2192),L & M BUS CORP. (B2192),612 Wortman Ave,Brooklyn,NY,11208,1019867,180729
2018-2019,K267,D2D,Standard Bus (SE),43199,JZ,JOFAZ TRANSPORTATION INC.,JOFAZ TRANSPORTATION INC.,17 VAN DYKE STREET,BROOKLYN,NY,11231,981142,184568
2018-2019,K268,D2D,Standard Bus (SE),43199,LW,L & M BUS CORP. (B2192),L & M BUS CORP. (B2192),612 Wortman Ave,Brooklyn,NY,11208,1019867,180729
2018-2019,K269,D2D,Standard Bus (SE),43199,LW,L & M BUS CORP. (B2192),L & M BUS CORP. (B2192),612 Wortman Ave,Brooklyn,NY,11208,1019867,180729
2018-2019,K270,D2D,Standard Bus (SE),43199,NI,"NEW DAWN TRANSIT, LLC (B2321)","NEW DAWN TRANSIT, LLC (B2321)",2352 E 69 STREET,BKLYN,NY,11234,1010806,163265
2018-2019,K271,D2D,Standard Bus (SE),43199,LW,L & M BUS CORP. (B2192),L & M BUS CORP. (B2192),612 Wortman Ave,Brooklyn,NY,11208,1019867,180729
2018-2019,K272,D2D,Standard Bus (SE),43199,JZ,JOFAZ TRANSPORTATION INC.,JOFAZ TRANSPORTATION INC.,6093 STRICKLAND AVENUE,BROOKLYN,NY,11234,1008413,162051
2018-2019,K273,D2D,Standard Bus (SE),43199,NI,"NEW DAWN TRANSIT, LLC (B2321)","NEW DAWN TRANSIT, LLC (B2321)",2352 E 69 STREET,BKLYN,NY,11234,1010806,163265
2018-2019,K276,D2D,Standard Bus (SE),11/26/2018,LW,L & M BUS CORP. (B2192),L & M BUS CORP. (B2192),612 Wortman Ave,Brooklyn,NY,11208,1019867,180729
2018-2019,K277,D2D,Standard Bus (SE),43229,NI,"NEW DAWN TRANSIT, LLC (B2321)","NEW DAWN TRANSIT, LLC (B2321)",2352 E 69 STREET,BKLYN,NY,11234,1010806,163265
2018-2019,K278,D2D,Standard Bus (SE),10/15/2018,NI,"NEW DAWN TRANSIT, LLC (B2321)","NEW DAWN TRANSIT, LLC (B2321)",2352 E 69 STREET,BKLYN,NY,11234,1010806,163265
2018-2019,K279,D2D,Standard Bus (SE),43199,LW,L & M BUS CORP. (B2192),L & M BUS CORP. (B2192),612 Wortman Ave,Brooklyn,NY,11208,1019867,180729
2018-2019,K281,D2D,Standard Bus (SE),43229,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",374 Glenmore Avenue,Brooklyn,NY,11207,1012885,184508
2018-2019,K282,D2D,Standard Bus (SE),43199,LW,L & M BUS CORP. (B2192),L & M BUS CORP. (B2192),612 Wortman Ave,Brooklyn,NY,11208,1019867,180729
2018-2019,K283,D2D,Standard Bus (SE),43199,LW,L & M BUS CORP. (B2192),L & M BUS CORP. (B2192),612 Wortman Ave,Brooklyn,NY,11208,1019867,180729
2018-2019,K284,D2D,Standard Bus (SE),43199,LW,L & M BUS CORP. (B2192),L & M BUS CORP. (B2192),612 Wortman Ave,Brooklyn,NY,11208,1019867,180729
2018-2019,K285,D2D,Standard Bus (SE),43385,EM,EMPIRE STATE BUS CORP.,ALLIED TRANSIT CORP.,141 Hinsdale Street,Brooklyn,NY,11207,1011803,184082
2018-2019,K286,D2D,Standard Bus (SE),43443,EM,EMPIRE STATE BUS CORP.,ALLIED TRANSIT CORP.,141 Hinsdale Street,Brooklyn,NY,11207,1011803,184082
2018-2019,K287,D2D,Standard Bus (SE),43229,EM,EMPIRE STATE BUS CORP.,ALLIED TRANSIT CORP.,141 Hinsdale Street,Brooklyn,NY,11207,1011803,184082
2018-2019,K288,D2D,Standard Bus (SE),10/15/2018,EQ,EMPIRE CHARTER SERVICE INC,EMPIRE CHARTER SERVICE INC,141 Hinsdale Street,Brooklyn,NY,11207,1011803,184082
2018-2019,K289,D2D,Standard Bus (SE),43443,EQ,EMPIRE CHARTER SERVICE INC,EMPIRE CHARTER SERVICE INC,141 Hinsdale Street,Brooklyn,NY,11207,1011803,184082
2018-2019,K290,D2D,Standard Bus (SE),43443,EQ,EMPIRE CHARTER SERVICE INC,EMPIRE CHARTER SERVICE INC,141 Hinsdale Street,Brooklyn,NY,11207,1011803,184082
2018-2019,K291,D2D,Standard Bus (SE),09/17/2018,EQ,EMPIRE CHARTER SERVICE INC,EMPIRE CHARTER SERVICE INC,141 Hinsdale Street,Brooklyn,NY,11207,1011803,184082
2018-2019,K292,D2D,Standard Bus (SE),43443,EQ,EMPIRE CHARTER SERVICE INC,EMPIRE CHARTER SERVICE INC,141 Hinsdale Street,Brooklyn,NY,11207,1011803,184082
2018-2019,K293,D2D,Standard Bus (SE),12/17/2018,EQ,EMPIRE CHARTER SERVICE INC,EMPIRE CHARTER SERVICE INC,141 Hinsdale Street,Brooklyn,NY,11207,1011803,184082
2018-2019,K294,D2D,Standard Bus (SE),09/13/2018,EQ,EMPIRE CHARTER SERVICE INC,EMPIRE CHARTER SERVICE INC,141 Hinsdale Street,Brooklyn,NY,11207,1011803,184082
2018-2019,K295,D2D,Standard Bus (SE),09/17/2018,EQ,EMPIRE CHARTER SERVICE INC,EMPIRE CHARTER SERVICE INC,141 Hinsdale Street,Brooklyn,NY,11207,1011803,184082
2018-2019,K296,D2D,Standard Bus (SE),10/23/2018,EQ,EMPIRE CHARTER SERVICE INC,EMPIRE CHARTER SERVICE INC,141 Hinsdale Street,Brooklyn,NY,11207,1011803,184082
2018-2019,K297,D2D,Standard Bus (SE),09/24/2018,EQ,EMPIRE CHARTER SERVICE INC,EMPIRE CHARTER SERVICE INC,141 Hinsdale Street,Brooklyn,NY,11207,1011803,184082
2018-2019,K298,D2D,Standard Bus (SE),10/22/2018,EQ,EMPIRE CHARTER SERVICE INC,EMPIRE CHARTER SERVICE INC,141 Hinsdale Street,Brooklyn,NY,11207,1011803,184082
2018-2019,K299,D2D,Standard Bus (SE),10/22/2018,EQ,EMPIRE CHARTER SERVICE INC,EMPIRE CHARTER SERVICE INC,141 Hinsdale Street,Brooklyn,NY,11207,1011803,184082
2018-2019,K300,D2D,Standard Bus (SE),43414,EQ,EMPIRE CHARTER SERVICE INC,EMPIRE CHARTER SERVICE INC,141 Hinsdale Street,Brooklyn,NY,11207,1011803,184082
2018-2019,K301,D2D,Standard Bus (SE),43444,EQ,EMPIRE CHARTER SERVICE INC,EMPIRE CHARTER SERVICE INC,141 Hinsdale Street,Brooklyn,NY,11207,1011803,184082
2018-2019,K302,D2D,Standard Bus (SE),43353,EQ,EMPIRE CHARTER SERVICE INC,EMPIRE CHARTER SERVICE INC,141 Hinsdale Street,Brooklyn,NY,11207,1011803,184082
2018-2019,K303,D2D,Standard Bus (SE),43383,EQ,EMPIRE CHARTER SERVICE INC,EMPIRE CHARTER SERVICE INC,141 Hinsdale Street,Brooklyn,NY,11207,1011803,184082
2018-2019,K319,D2D,Mini-Wagon,43199,YM,Y & M TRANSIT CORP (B2192),Y & M TRANSIT CORP (B2192),22 BAY STREET,BROOKLYN,NY,11231,981641,184686
2018-2019,K320,D2D,Mini-Wagon,43199,RV,"RELIANT TRANSPORTATION, INC (B2321)","RELIANT TRANSPORTATION, INC (B2321)",297 NORMAN AVENUE,Brooklyn,NY,11222,1000787,204481
2018-2019,K321,D2D,Mini-Wagon,43199,YM,Y & M TRANSIT CORP (B2192),Y & M TRANSIT CORP (B2192),6093 STRICKLAND AVENUE,BROOKLYN,NY,11234,1008413,162051
2018-2019,K322,D2D,Mini-Wagon,10/25/2018,YM,Y & M TRANSIT CORP (B2192),Y & M TRANSIT CORP (B2192),22 BAY STREET,BROOKLYN,NY,11231,981641,184686
2018-2019,K323,D2D,Mini-Wagon,01/14/2019,YM,Y & M TRANSIT CORP (B2192),Y & M TRANSIT CORP (B2192),2037 EASTERN PARKWAY,BROOKLYN,NY,11207,1010602,187257
2018-2019,K324,D2D,Mini-Wagon,10/29/2018,YM,Y & M TRANSIT CORP (B2192),Y & M TRANSIT CORP (B2192),22 BAY STREET,BROOKLYN,NY,11231,981641,184686
2018-2019,K325,D2D,Mini-Wagon,43229,YM,Y & M TRANSIT CORP (B2192),Y & M TRANSIT CORP (B2192),22 BAY STREET,BROOKLYN,NY,11231,981641,184686
2018-2019,K326,D2D,Mini-Wagon,10/23/2018,RV,"RELIANT TRANSPORTATION, INC (B2321)","RELIANT TRANSPORTATION, INC (B2321)",297 NORMAN AVENUE,Brooklyn,NY,11222,1000787,204481
2018-2019,K327,D2D,Mini-Wagon,43199,YM,Y & M TRANSIT CORP (B2192),Y & M TRANSIT CORP (B2192),22 BAY STREET,BROOKLYN,NY,11231,981641,184686
2018-2019,K328,D2D,Mini-Wagon,09/26/2018,CL,CAREFUL BUS,CAREFUL BUS,5015 Bay Parkway,Brooklyn,NY,11230,991316,165791
2018-2019,K329,D2D,Mini-Wagon,43169,RV,"RELIANT TRANSPORTATION, INC (B2321)","RELIANT TRANSPORTATION, INC (B2321)",297 NORMAN AVENUE,Brooklyn,NY,11222,1000787,204481
2018-2019,K330,D2D,Mini-Wagon,10/22/2018,CL,CAREFUL BUS,CAREFUL BUS,5015 Bay Parkway,Brooklyn,NY,11230,991316,165791
2018-2019,K3300,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K3309,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K331,D2D,Mini-Wagon,10/22/2018,YM,Y & M TRANSIT CORP (B2192),Y & M TRANSIT CORP (B2192),22 BAY STREET,BROOKLYN,NY,11231,981641,184686
2018-2019,K3310,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K3312,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1 Junius Street,Brooklyn,NY,11207,1010794,185183
2018-2019,K3313,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K3314,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K3316,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K332,D2D,Mini-Wagon,43199,RV,"RELIANT TRANSPORTATION, INC (B2321)","RELIANT TRANSPORTATION, INC (B2321)",297 NORMAN AVENUE,Brooklyn,NY,11222,1000787,204481
2018-2019,K3321,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K3322,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K3323,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K3324,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K3325,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K3328,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
2018-2019,K3329,S2S AM,Standard Bus (GE),43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",1326 Ralph Avenue,Brooklyn,NY,11236,1006464,174150
